rowNumber,customerId,surname,creditScore,geography,gender,age,tenure,balance,numOfProducts,hasCrCard,isActiveMember,estimatedSalary,exited,Latitude,Longitude
3047,15779862,Lyons,658,Germany,Female,31,3,133003.03,1,0,1,146339.27,1,53.69086825,12.03266463
3048,15767871,H?,784,Spain,Male,48,7,0,2,1,1,182609.97,0,42.43911429,-1.286406315
3049,15679651,Gardiner,783,Spain,Female,37,1,136689.66,1,1,0,197890.65,0,42.76229035,-2.669470656
3050,15576219,Cameron,615,France,Male,32,4,0,2,1,1,6225.63,0,46.96527908,5.264486195
3051,15699247,Chapman,791,France,Female,44,5,0,2,1,1,123977.86,1,45.37446459,2.088851617
3052,15619087,Taylor,762,France,Male,53,1,102520.37,1,1,1,170195.4,0,47.98355824,3.987292427
3053,15605327,Namatjira,607,France,Male,35,2,0,2,1,1,114190.3,0,49.15276223,5.050143383
3054,15610140,He,601,France,Female,34,5,0,2,1,0,27022.57,0,48.25303984,3.158000533
3055,15791174,Leibius,540,Spain,Male,67,1,88382.01,1,0,1,59457,0,41.3599892,-0.979653458
3056,15602373,White,812,France,Male,44,4,115049.15,2,1,0,165038.41,0,47.84185573,4.48887999
3057,15762605,Wall,685,France,Male,58,1,104796.54,1,1,1,154181.41,0,47.55338433,5.122751929
3058,15598840,Moretti,680,France,Male,33,1,123082.08,1,1,0,134960.98,0,47.27451567,4.18688651
3059,15744279,Patterson,680,Spain,Female,58,8,0,2,1,1,65708.5,0,43.64289437,-2.482082603
3060,15670619,Coppin,631,France,Female,33,8,0,2,0,0,117374.22,0,48.69788955,2.431114413
3061,15599533,Tsao,569,France,Female,43,7,0,2,1,1,77703.19,0,47.80308925,3.85531169
3062,15757837,Kao,584,Germany,Male,33,3,88311.48,2,1,1,177651.38,0,54.10319839,11.3590051
3063,15697574,Stewart,582,France,Female,40,9,0,3,1,1,60954.45,0,47.87889674,2.376903391
3064,15578738,Tuan,609,France,Male,32,7,71872.19,1,1,1,151924.9,0,47.59728685,4.340257135
3065,15762228,Barnes,506,Spain,Male,35,6,110046.93,2,1,0,26318.73,0,44.88007774,-1.72765393
3066,15614827,Sun,503,France,Male,42,8,104430.08,1,1,1,147557.71,0,47.92073406,4.663334821
3067,15789815,Fallaci,503,France,Female,28,5,0,2,1,0,125918.17,0,48.16606729,1.769190826
3068,15579781,Buccho,806,Germany,Male,31,10,138653.51,1,1,0,190803.37,0,54.03235523,13.90967163
3069,15587013,Tien,653,France,Female,31,7,102575.04,1,1,1,11043.54,0,47.90678323,4.590741722
3070,15570932,Pirozzi,666,France,Male,43,7,137780.74,2,1,1,119100.05,1,47.08320288,4.272230689
3071,15794661,Liu,674,Spain,Male,32,2,0,2,1,0,140579.17,0,43.30837292,-3.711474481
3072,15581654,Long,798,France,Male,32,7,0,2,0,1,37731.95,0,46.96494373,3.505674501
3073,15644296,Scott,740,France,Female,30,8,105209.54,1,1,0,1852.58,0,49.57120429,3.854955818
3074,15614420,Gerasimova,531,Germany,Female,32,0,109570.21,2,1,1,172049.84,0,51.85681206,12.01982114
3075,15609653,Ifeatu,614,Germany,Female,44,6,118715.86,1,1,0,133591.11,1,53.32737535,14.41711594
3076,15594577,De Luca,556,France,Male,35,10,0,2,1,1,192751.18,0,47.59438364,4.749309922
3077,15584114,Ogbonnaya,678,Germany,Female,43,2,153393.18,2,1,1,193828.27,0,53.40439382,13.38456929
3078,15673367,Humffray,587,Germany,Male,33,6,132603.36,1,1,0,55775.72,0,52.88327387,11.89531667
3079,15685576,Degtyaryov,527,Spain,Female,36,6,0,2,1,1,102280.29,0,42.87379071,-0.800764317
3080,15774727,Monaldo,757,Germany,Female,34,1,129398.01,2,0,0,44965.44,0,54.21216247,12.13822535
3081,15694288,Cawthorne,468,Spain,Male,28,3,0,2,1,0,170661.02,0,41.19452876,-0.808880608
3082,15603319,Graham,693,France,Male,29,2,151352.74,1,0,0,197145.89,0,46.49787761,3.404450968
3083,15759066,Carpenter,483,France,Female,44,5,136836.49,1,1,0,192359.9,1,49.84215323,2.656929713
3084,15814816,Kambinachi,466,France,Male,40,4,91592.06,1,1,0,141210.18,1,48.9758716,1.15174508
3085,15724402,Tyler,770,France,Female,30,8,0,2,1,0,100557.03,0,48.12081035,5.602979141
3086,15571059,Martin,734,France,Female,54,3,0,1,1,0,130805.54,1,49.31945993,2.798485394
3087,15674206,Walker,716,France,Female,22,8,0,2,1,1,92606.98,0,47.74394112,1.476155525
3088,15715160,Khan,439,France,Male,36,2,165536.28,2,1,1,123956.83,0,47.42660456,5.009638897
3089,15730448,Iroawuchi,538,Germany,Male,25,5,62482.95,1,1,1,102758.43,0,52.76020533,12.61959097
3090,15662067,Summers,743,France,Male,40,8,68155.59,1,1,0,94876.65,0,45.74928363,4.888932951
3091,15779581,Bottrill,734,Spain,Female,43,3,55853.33,2,0,1,94811.85,1,41.78532121,-2.830487076
3092,15662901,Hu,656,France,Male,37,2,0,2,0,1,67840.81,0,46.81181177,5.398084138
3093,15689751,Jones,666,France,Female,31,2,79589.43,1,0,0,4050.57,0,48.80760576,4.615480925
3094,15667742,Vincent,627,Spain,Male,41,5,100880.76,1,0,1,134665.25,0,42.42607402,-2.581295987
3095,15738448,Sanford,480,Germany,Female,25,3,174330.35,2,0,0,181647.13,0,52.67998411,12.73285466
3096,15680243,Brown,792,France,Male,19,7,143390.51,1,1,0,33282.84,0,48.43177628,2.621598646
3097,15745083,Lei,613,Germany,Male,59,8,91415.76,1,0,0,27965,1,54.20271914,13.51087907
3098,15708228,Toscani,476,Germany,Male,30,3,134366.42,1,1,0,68343.53,0,54.50217429,13.30145145
3099,15628523,Chien,539,France,Female,24,3,0,2,1,1,198161.07,0,46.75966755,4.255684939
3100,15708196,Uchenna,696,Spain,Male,60,8,88786.81,1,1,1,196858.4,0,39.44449816,-0.806406744
3101,15735549,Lori,810,Germany,Male,35,3,96814.46,2,1,1,120511.03,0,54.61466409,9.83107603
3102,15809347,Fanucci,763,Germany,Male,32,9,160680.41,1,1,0,30886.35,0,54.77582454,11.25556165
3103,15660866,Chimaobim,640,France,Female,29,3,0,2,1,0,2743.69,0,47.58695395,3.94020031
3104,15766609,Jowers,655,France,Female,47,10,0,2,1,0,167778.62,0,49.79850691,3.539538402
3105,15654230,Miller,526,Germany,Male,31,5,145537.21,1,1,0,132404.64,0,52.78422229,11.91764995
3106,15794566,Kirsova,678,France,Female,28,4,0,2,1,1,144423.17,1,46.33304193,3.556951404
3107,15800890,T'ien,554,France,Female,45,6,0,2,1,1,181204.5,0,47.80834981,1.919290199
3108,15697424,Ku,597,Spain,Female,30,2,119370.11,1,1,1,182726.22,1,41.31157812,-1.500447159
3109,15724536,Chin,560,Spain,Female,28,1,0,2,1,1,120880.72,0,41.7414934,-0.658321427
3110,15735878,Law,850,Germany,Female,47,10,134381.52,1,0,0,26812.89,1,50.7000355,11.49691012
3111,15707596,Chung,546,Germany,Female,74,8,114888.74,2,1,1,66732.63,1,53.68034093,12.55130282
3112,15657163,Cockrum,623,Germany,Male,42,1,149332.48,2,1,0,100834.22,0,53.3451016,12.50106982
3113,15622478,Greaves,698,France,Female,40,7,105061.74,3,1,0,107815.31,1,48.91792974,4.217664673
3114,15779529,Grant,620,France,Male,32,7,0,2,1,1,34665.79,0,48.29625954,2.831901831
3115,15636023,O'Donnell,619,France,Female,40,10,0,1,1,1,147093.84,1,47.39984356,3.237082511
3116,15582066,Maclean,561,France,Male,21,4,0,1,1,1,36942.35,0,48.18013963,2.621066534
3117,15666675,Hsieh,753,France,Female,39,7,155062.8,1,1,1,16460.77,0,48.86926901,5.239273471
3118,15732987,Hs?,721,Spain,Male,43,3,88798.34,1,0,0,45610.63,0,41.32087668,-3.547219362
3119,15789432,Mazzanti,451,France,Male,33,6,0,2,1,0,184954.11,0,47.01144974,3.517835188
3120,15663161,Chiu,680,Germany,Female,51,5,143139.87,1,0,0,47795.43,1,52.3996282,12.50962244
3121,15694879,Reeves,590,Spain,Female,23,7,0,2,1,0,196789.9,0,43.86575348,-1.115791145
3122,15593715,Castiglione,634,Germany,Male,27,3,107027.52,1,1,0,173425.68,0,53.92583173,12.95131929
3123,15575002,Ferguson,676,France,Male,29,4,140720.93,1,1,0,36221.18,0,47.721617,3.123287132
3124,15622171,Nnamdi,642,France,Male,30,8,80964.57,2,1,0,174738.2,0,47.45257253,3.659020397
3125,15795224,Wu,760,France,Male,39,6,178585.46,1,1,0,67131.3,1,49.42966177,4.820101194
3126,15685346,Chu,736,Spain,Female,26,4,135889.13,1,1,1,165692.03,0,41.74827416,-1.671159417
3127,15691808,King,656,France,Male,43,7,134919.85,1,1,0,194691.95,0,47.4369121,3.050874862
3128,15721007,Charlton,776,Germany,Male,33,8,115130.34,1,0,0,129525.5,1,52.26375861,11.05610558
3129,15794253,Marsh,832,Spain,Female,34,6,138190.13,2,0,1,146511.2,0,42.06311038,-2.771134068
3130,15694453,Walker,631,Germany,Male,37,9,131519.49,2,1,1,51752.18,0,55.71543671,10.86987275
3131,15813113,Chang,795,Spain,Female,56,5,0,1,1,0,35418.69,1,43.45766917,-3.6124748
3132,15614187,Pottinger,648,Germany,Female,39,3,126935.98,2,0,1,57995.74,0,52.25289762,13.06019708
3133,15619407,Buckley,615,France,Male,39,4,133707.09,1,1,1,108152.75,0,44.86405041,5.658602294
3134,15646227,Folliero,682,France,Female,27,1,97893.2,1,1,0,166144.98,0,46.31713644,2.935204909
3135,15660541,Olisanugo,694,France,Male,34,5,127900.03,1,1,0,101737.8,0,46.57580301,3.737002669
3136,15753874,Kent,694,France,Male,37,10,143835.47,1,0,1,33326.71,0,47.9214853,5.501070882
3137,15617877,Jessop,607,France,Male,44,0,0,2,1,1,81140.09,0,47.99359786,4.015562577
3138,15772073,Hodge,664,France,Male,48,10,0,1,1,0,140173.17,1,47.87631249,2.108855645
3139,15701537,Ignatiev,756,France,Male,60,2,0,1,1,1,166513.49,1,48.29261444,5.24398206
3140,15736228,Chambers,645,France,Female,40,3,129596.77,1,1,1,103232.6,0,48.34008966,5.219036909
3141,15780572,Mansom,653,Spain,Male,30,4,0,2,1,0,120736.04,0,43.43867903,-0.502295964
3142,15769596,Yen,710,Germany,Female,24,2,110407.44,2,0,0,15832.43,1,52.83587159,12.85036968
3143,15586996,Azikiwe,697,France,Female,76,7,0,2,0,1,188772.45,0,48.44696686,3.320294558
3144,15722061,Allen,619,Germany,Female,41,8,142015.76,2,1,0,114323.66,0,52.83641308,13.99441879
3145,15638003,Komarova,648,Spain,Male,55,1,81370.07,1,0,1,181534.04,0,43.81674615,-2.302822224
3146,15775590,Mackay,482,Germany,Female,48,2,69329.47,1,0,0,102640.52,1,54.86794762,12.96282654
3147,15730688,Yu,548,France,Female,28,8,116755.5,2,1,1,158585.17,1,47.47852286,5.050544725
3148,15753102,Curtis,752,Spain,Male,44,6,83870.33,1,1,0,178722.24,0,43.25403112,-1.342623976
3149,15810075,Fang,648,France,Female,39,6,130694.89,2,1,1,153955.38,1,47.69451463,5.824588445
3150,15723373,Page,643,Spain,Female,34,8,117451.47,1,1,0,65374.86,0,40.81230171,-1.419405293
3151,15795298,Olisaemeka,573,Germany,Female,35,9,206868.78,2,0,1,102986.15,0,52.8140894,13.38373074
3152,15584320,Brennan,686,France,Female,39,3,111695.62,1,0,0,136643.84,0,47.34515421,4.504124566
3153,15724161,Sutton,644,France,Female,40,9,137285.26,4,1,0,77063.63,1,46.26059949,4.73131936
3154,15750056,Hyde,702,France,Female,29,6,149218.39,1,1,1,9633.01,0,47.68096902,2.334423339
3155,15609637,Nkemakolam,652,France,Male,51,7,0,2,0,1,43496.36,0,45.86851506,4.023053367
3156,15794493,Chimaijem,641,Spain,Male,32,7,0,2,1,1,24267.28,0,42.02140009,-1.312682422
3157,15569641,Sung,692,Germany,Female,41,8,130701.29,1,1,0,59354.24,1,52.58162887,11.97751823
3158,15815236,Chiganu,574,Spain,Male,34,5,0,2,0,0,28269.86,0,41.04192067,-1.348794132
3159,15811177,Beneventi,643,France,Female,31,3,167949.48,1,1,0,143162.34,0,47.61210878,5.248617701
3160,15680587,Esposito,834,France,Male,23,4,131254.81,1,1,0,20199.3,0,46.83971836,2.649923215
3161,15672821,Owen,591,France,Male,28,5,0,2,1,1,48606.92,0,49.67314955,5.000657798
3162,15767681,Smalley,470,Spain,Male,34,9,0,2,0,1,89013.67,0,41.88724107,-1.534244141
3163,15600379,Hsiung,608,Spain,Male,34,7,86656.13,1,0,1,59890.29,0,42.38603238,-2.44990106
3164,15801336,Ch'ang,649,Germany,Female,37,8,114737.26,1,1,1,106655.88,1,52.16783316,9.615058647
3165,15721592,Barton,665,France,Female,38,5,0,2,1,0,156439.56,0,47.90572731,4.139497333
3166,15581282,Lucchese,651,France,Female,39,6,0,1,1,0,24176.44,0,46.94372858,3.544508683
3167,15746203,Hsia,555,Germany,Male,62,4,119817.33,1,0,1,43507.1,1,51.44137065,13.02993796
3168,15583137,Pope,637,France,Female,48,7,130806.99,2,1,1,132005.85,1,48.61352565,5.497502987
3169,15680752,Horrocks,675,France,Female,49,0,0,1,1,1,80496.71,1,48.73516071,3.043857825
3170,15688172,Tai,677,Spain,Male,40,5,0,2,1,0,88947.56,0,41.55642019,-2.18302102
3171,15791373,Chikezie,850,Germany,Female,35,2,80931.75,1,0,0,12639.67,1,53.14839488,13.08916707
3172,15589449,Frye,815,France,Female,56,3,0,3,1,1,94248.16,1,47.20436193,3.86329107
3173,15692819,Toscani,665,Germany,Male,32,1,132178.67,1,0,0,11865.76,0,52.72174499,11.66864906
3174,15727467,Mellor,485,France,Female,27,3,0,2,1,0,141449.86,0,46.95091571,4.123860002
3175,15734312,Kang,577,Spain,Male,43,6,0,2,1,1,149457.81,0,43.86819492,-0.700162655
3176,15764604,Sutherland,586,France,Female,35,7,164769.02,3,1,0,119814.25,1,47.08684447,4.16531178
3177,15613014,Hs?,722,Germany,Male,29,1,107233.85,2,1,0,24924.92,0,53.02839124,11.79815774
3178,15759684,Ting,528,France,Female,27,7,176227.07,2,0,1,139481.53,0,48.87619882,5.137507538
3179,15609669,Chuang,542,France,Female,39,4,109949.39,2,1,1,41268.65,0,49.88870351,3.786847865
3180,15685536,Chu,552,France,Female,34,5,0,2,1,1,1351.41,0,48.19108335,1.692522839
3181,15750447,Ozoemena,678,France,Female,60,10,117738.81,1,1,0,147489.76,1,47.47344974,4.304374131
3182,15663249,Howells,575,Spain,Female,37,9,133292.45,1,1,0,111175.09,0,43.24951574,-2.450614204
3183,15638646,Lucchese,669,France,Female,43,1,160474.59,1,1,1,95963.14,0,49.53423877,2.143868801
3184,15734161,Nnonso,636,France,Male,43,6,0,2,1,0,43128.95,0,49.69516638,5.020591011
3185,15631070,Gerasimova,667,Germany,Male,55,9,154393.43,1,1,1,137674.96,1,51.62536976,12.39719154
3186,15761950,Woronoff,652,Germany,Female,45,9,110827.49,1,1,1,153383.54,1,50.42551572,11.94025873
3187,15649668,Wilhelm,637,Germany,Female,36,10,145750.45,2,1,1,96660.76,0,52.31414568,11.56939154
3188,15713912,Nebechukwu,516,Spain,Female,45,8,109044.3,1,0,1,115818.16,0,42.19668266,1.198901361
3189,15586757,Anenechukwu,801,France,Female,32,4,75170.54,1,1,1,37898.5,0,48.75981076,3.185902582
3190,15596522,Meredith,692,France,Female,42,2,0,2,1,0,145222.93,0,49.65169601,5.731244205
3191,15625395,Chinomso,585,France,Female,28,6,105795.9,1,1,1,41219.09,0,47.76900403,4.847514141
3192,15760570,Stephenson,590,France,Male,32,5,0,2,1,0,59249.83,0,48.40346074,5.165398837
3193,15566689,Chimaoke,554,Spain,Male,66,8,0,2,1,1,116747.62,0,43.587807,-2.933747145
3194,15725794,Winters,659,France,Female,49,1,0,1,1,0,116249.72,1,47.18437703,4.859971159
3195,15673539,Napolitani,690,France,Female,26,3,118097.87,1,1,0,61257.83,0,45.64178354,4.960702953
3196,15705298,L?,697,Germany,Male,29,0,172693.54,1,0,0,141798.98,0,54.32950143,13.11901782
3197,15675791,Williams,610,France,Male,36,4,129440.3,2,1,0,102638.35,0,48.16657738,4.210309336
3198,15747043,Giles,599,Spain,Male,36,4,0,2,0,0,13210.56,0,40.89522152,-1.37224672
3199,15736397,Wang,544,France,Male,23,1,96471.2,1,1,0,35550.97,0,47.51591911,3.948432593
3200,15678201,Robertson,548,France,Female,46,1,0,1,1,1,104469.06,1,47.2583808,1.497279917
3201,15720745,Murray,635,Spain,Male,24,4,140197.18,1,1,1,142935.83,0,41.27814503,-1.307541992
3202,15637593,Greco,722,France,Male,20,6,0,2,1,0,195486.28,0,46.10994569,3.961322079
3203,15598070,Marchesi,564,France,Female,33,4,135946.26,1,1,0,63170,0,47.48033315,3.748459558
3204,15787550,Chao,719,France,Male,69,3,0,2,1,1,58320.06,0,47.58373213,3.454807924
3205,15603942,Hawthorn,547,Germany,Male,50,3,81290.02,3,0,1,177747.03,1,53.74153495,10.34733835
3206,15733973,Bibi,850,France,Female,42,8,0,1,1,0,19632.64,1,47.05190471,3.742976614
3207,15596761,Hawdon,515,Germany,Male,60,9,113715.36,1,1,0,18424.24,1,51.03420944,13.74747283
3208,15652400,Moss,667,Spain,Male,56,2,168883.08,1,0,1,18897.78,0,43.59187935,-2.290818451
3209,15717893,Briggs,607,Germany,Male,36,8,143421.74,1,1,0,97879.02,0,51.23920118,11.59160295
3210,15622585,McIntyre,525,France,Male,26,7,153644.39,1,1,1,63197.88,0,49.51253723,1.589981949
3211,15733964,Russo,606,Spain,Female,53,1,109330.06,1,1,1,75860.01,0,40.40849409,-2.123172777
3212,15753861,Ballard,686,Germany,Female,27,1,115095.88,2,0,0,78622.46,0,54.16956683,11.31165211
3213,15747097,Hs?,611,France,Male,35,10,0,1,1,1,23598.23,1,50.53569052,5.734579042
3214,15594762,Pisani,827,Spain,Male,46,1,183276.32,1,1,1,13460.27,0,44.72421023,-2.746215933
3215,15667417,Tao,572,France,Male,33,9,68193.72,1,1,0,19998.31,0,47.07023409,4.730797297
3216,15684861,Thomson,726,France,Female,32,8,0,2,0,0,185075.63,0,48.14937183,4.288309161
3217,15742204,Hsu,579,Germany,Male,31,6,139729.54,1,0,1,135815.38,0,52.94736339,10.89917433
3218,15623502,Morrison,598,Spain,Female,56,4,98365.33,1,1,1,44251.33,0,42.69298386,-2.253383307
3219,15774872,Joslin,663,France,Male,36,10,0,2,1,0,136349.55,0,50.3738901,2.611645521
3220,15611191,Scott,505,Germany,Female,37,10,122453.97,2,1,1,52693.99,0,51.49807593,11.71190486
3221,15674331,Bidwill,576,Germany,Male,30,7,132174.41,2,0,0,93767.03,0,51.97722004,13.96475081
3222,15619465,Cameron,555,Spain,Female,24,2,0,2,0,1,197866.55,0,44.078465,-2.226138169
3223,15575247,Cartwright,524,France,Male,30,1,0,2,1,0,126812.85,0,48.96838619,6.110757057
3224,15695679,Yao,776,Spain,Male,39,2,104349.45,1,0,0,79503.05,0,43.10851517,-0.968332914
3225,15713463,Tate,645,Germany,Female,41,2,138881.04,1,1,0,129936.53,1,53.79664019,13.00581952
3226,15785170,Neal,850,Germany,Female,32,0,116968.91,1,0,0,175094.62,0,52.16614471,12.36334296
3227,15796351,Yao,603,Germany,Male,35,1,105346.03,2,1,1,130379.5,0,53.01785446,11.7820823
3228,15639576,Burns,691,France,Male,26,9,136623.19,1,1,0,153228,0,48.13570344,3.610207997
3229,15693264,Onyinyechukwuka,583,France,Female,29,10,0,2,1,1,111285.85,0,45.84258855,7.55519436
3230,15589715,Fulks,584,France,Female,66,5,0,1,1,0,49553.38,1,47.59446254,3.34916897
3231,15769902,Christie,679,France,Female,33,6,0,2,1,1,98015.85,0,49.52364568,4.497218097
3232,15587177,Lloyd,646,France,Male,36,6,124445.52,1,1,0,88481.32,0,48.78800084,5.212825131
3233,15814553,Ball,559,France,Female,34,5,68999.66,2,1,1,66879.27,0,46.72516722,2.343271875
3234,15601550,Genovesi,595,Spain,Male,36,6,85768.42,1,1,1,24802.77,0,44.60948702,-1.762807161
3235,15664907,Alexander,527,France,Male,47,1,0,1,1,0,21312.16,1,48.21088179,2.383313046
3236,15612465,Siciliano,684,Spain,Male,34,9,100628,2,1,1,190263.78,0,42.65816781,-2.18237278
3237,15810800,Ositadimma,673,Spain,Female,32,0,0,1,1,1,72873.33,0,43.69783354,-1.518086899
3238,15665760,Kazantsev,802,Spain,Male,38,7,0,2,0,1,57764.65,0,43.87090999,-2.861781709
3239,15588080,Giles,675,France,Male,54,6,0,1,1,0,110273.84,1,48.80472211,2.618872
3240,15776844,Hao,762,Spain,Female,19,6,0,2,1,0,55500.17,0,42.93928496,-1.525057039
3241,15717560,Martin,580,France,Male,50,0,125647.36,1,1,0,57541.08,1,48.16561937,6.215468251
3242,15629739,Hartley,621,Germany,Female,31,8,100375.39,1,1,1,90384.26,0,52.31685092,11.55751592
3243,15729908,Allan,411,France,Female,36,10,0,1,0,0,120694.35,0,47.82796714,3.216164576
3244,15716781,Dolgorukova,815,France,Male,24,7,171922.72,1,0,1,178028.96,0,50.57481684,6.643993142
3245,15646936,Nnamdi,631,Germany,Female,32,2,146810.99,2,1,1,180990.29,0,51.36523813,10.72394649
3246,15768151,Romano,514,Germany,Female,45,3,109032.23,1,0,1,155407.21,1,52.03982316,12.79704377
3247,15579212,Chuang,638,France,Male,57,6,0,1,1,0,33676.48,1,47.06751181,4.003491162
3248,15721835,Owen,791,Spain,Male,25,7,0,1,1,0,89666.28,0,41.58036202,-1.257785778
3249,15800515,Singh,516,France,Male,35,5,128653.59,1,1,0,127558.26,0,48.59436928,4.97984769
3250,15591279,Nwagugheuzo,734,France,Male,37,3,80387.81,1,0,1,77272.62,0,47.44521149,4.8387447
3251,15587419,Shipton,611,France,Male,58,8,0,2,0,1,107665.68,1,47.32986555,3.550445489
3252,15750335,Paterson,850,Germany,Male,43,0,108508.82,3,1,0,184044.8,1,53.78114806,14.57517981
3253,15699619,Rivas,641,France,Male,31,10,155978.17,1,1,0,91510.71,0,47.06943731,5.792006734
3254,15606472,Lung,585,France,Female,38,5,0,1,1,1,87363.56,0,47.8915602,4.439768316
3255,15778368,Allan,552,Germany,Male,50,4,121175.56,1,1,0,117505.07,1,52.9185741,13.92200927
3256,15671387,Fetherstonhaugh,507,France,Female,29,4,89349.47,2,0,0,180626.68,0,47.84498216,4.093183292
3257,15573926,Lung,735,Spain,Male,38,7,86131.71,2,0,0,93478.96,0,43.99151394,-2.763400888
3258,15709183,Davidson,707,France,Female,58,3,102346.86,1,1,1,114672.64,0,48.35355003,4.871466807
3259,15577514,Mai,698,Germany,Female,36,7,121263.62,1,1,1,13387.88,0,52.67277824,11.86498473
3260,15778830,Dellucci,841,France,Male,31,2,0,2,1,0,173240.52,0,46.27436996,2.830492932
3261,15768072,Mitchell,688,Spain,Female,33,2,0,1,0,0,27557.18,1,43.15823615,-0.519350006
3262,15768293,Sun,614,France,Male,51,3,0,2,1,1,5552.37,0,48.17046084,3.831635374
3263,15654456,Napolitano,511,Germany,Male,48,6,149726.08,1,0,0,88307.87,1,52.42740097,12.80304869
3264,15807525,Bailey,447,France,Male,43,2,0,2,1,0,33879.26,1,49.49284069,1.832489785
3265,15574372,Hoolan,738,France,Male,35,5,161274.05,2,1,0,181429.87,0,47.79362046,3.09961974
3266,15671249,Kent,422,France,Female,33,2,0,2,1,0,102655.31,0,48.07154962,4.608848694
3267,15779744,Chou,537,Spain,Male,30,1,103138.17,1,1,1,96555.42,0,43.54062221,-2.373991969
3268,15624755,Pepper,707,Germany,Female,40,3,109628.44,1,1,0,189366.03,0,53.7528798,11.85399196
3269,15611430,Abramowitz,690,France,Male,54,5,0,1,1,0,12847.61,1,47.16777014,4.275405141
3270,15774744,Lord,664,Germany,Male,33,7,97286.16,2,1,0,143433.33,0,52.33672584,12.9975977
3271,15629885,Wilson,850,France,Female,33,7,118004.26,1,1,0,183983.82,0,47.28639348,5.611636066
3272,15708791,Abazu,584,Spain,Male,32,9,85534.83,1,0,0,169137.24,0,42.87314164,-0.339224276
3273,15793890,Harriman,728,France,Female,59,4,0,1,1,1,163365.85,1,47.71428238,5.733098023
3274,15646091,Frankland,560,Spain,Female,43,4,95140.44,2,1,0,123181.44,1,41.80210764,-2.489848952
3275,15596984,Pinto,629,France,Female,31,6,0,1,1,1,16447.6,1,47.23867697,3.803740334
3276,15800215,Kwemtochukwu,658,France,Male,25,3,0,2,0,1,173948.4,0,49.77230699,2.807457545
3277,15577806,Chiu,794,Germany,Female,54,1,75900.84,1,1,1,192154.66,0,53.31384763,13.0816521
3278,15749381,Yu,790,France,Female,41,2,126619.27,1,1,0,198224.38,0,47.95244609,2.324869237
3279,15683758,Onyekachukwu,640,France,Male,44,7,111833.47,1,1,0,67202.74,0,48.23224105,3.087071043
3280,15670615,Castiglione,652,Spain,Male,37,7,0,2,1,0,68789.93,0,42.08436804,-3.416797027
3281,15715622,To Rot,583,France,Female,57,3,238387.56,1,0,1,147964.99,1,49.18807524,3.200816856
3282,15707634,Anenechukwu,775,France,Female,32,2,108698.96,2,1,1,161069.73,0,49.19899515,3.692853808
3283,15806901,Henderson,584,France,Female,39,2,112687.69,1,1,1,127749.61,0,46.27479204,5.903196272
3284,15775335,Ellis,635,Germany,Female,48,4,81556.89,2,1,0,191914.37,0,53.56308345,13.95331004
3285,15724150,Nkemdirim,814,France,Male,48,9,136596.85,1,1,1,185791.9,0,47.79637746,5.03684466
3286,15627220,Kang,735,Germany,Female,43,9,98807.45,1,0,0,184570.04,1,53.47175719,13.6645024
3287,15672330,Lear,678,France,Female,31,1,0,2,0,1,130446.65,0,47.90929958,4.493007516
3288,15668521,Jamieson,693,France,Male,37,1,0,2,1,1,82867.55,0,49.94751928,4.47197639
3289,15807837,Mazzanti,640,France,Female,30,6,107499.7,1,1,1,187632.22,0,47.4090848,3.257610173
3290,15592570,Marino,773,Spain,Female,23,8,0,2,1,0,56759.79,0,42.88004907,-1.946365555
3291,15748589,Winter,736,France,Female,30,9,0,2,1,0,34180.33,0,46.8658933,3.480738023
3292,15635893,T'ien,693,France,Female,28,8,0,2,1,1,158545.25,0,48.2964679,4.601614906
3293,15757632,Hughes-Jones,496,France,Female,41,1,176024.05,2,1,0,182337.98,0,47.40480614,3.715111036
3294,15691863,Cody,751,France,Female,39,3,0,2,1,1,84175.34,0,49.39014313,3.791309633
3295,15706071,Hunt,528,Germany,Male,39,0,127631.62,1,0,1,22197.8,1,52.92637251,12.932874
3296,15654296,Estrada,754,Spain,Female,19,9,0,1,1,0,189641.11,0,42.52922394,-2.996291218
3297,15755018,Dickinson,568,Germany,Female,26,10,109819.16,2,1,0,154491.39,0,52.95750068,11.24110455
3298,15594041,Fanucci,592,Spain,Female,41,2,138734.94,1,1,0,90020.74,0,41.49807852,-1.610076744
3299,15670587,Yang,558,Germany,Male,25,10,111363.1,2,1,0,197264.35,0,51.38600025,11.05267098
3300,15724527,Forbes,825,France,Male,34,9,0,2,1,1,31933.06,0,46.82738536,3.235690221
3301,15801904,Heard,677,Germany,Male,28,0,143988,2,1,0,8755.69,1,52.50424898,12.17737115
3302,15658195,Efremova,653,France,Male,34,5,118838.75,1,1,1,52820.13,0,47.40894099,4.207137652
3303,15630113,Morphett,593,Spain,Male,35,4,161637.75,1,1,1,20008.46,0,42.65686418,-2.93126702
3304,15784320,Lenhardt,632,France,Female,44,3,133793.89,1,1,1,34607.14,1,50.56181218,5.020484136
3305,15676513,Burns,601,Germany,Male,35,8,71553.83,1,1,0,177384.45,0,53.5110026,11.39344395
3306,15574072,Ch'ien,786,France,Female,62,8,0,1,1,1,165702.64,0,48.57203242,2.786908583
3307,15633854,Sun,654,France,Female,40,3,0,2,1,0,167889.1,0,46.72440813,5.60463623
3308,15618566,Jamieson,572,France,Female,38,7,0,2,1,1,133122.62,0,48.87329471,5.443078248
